request_id,report_id,analyst_id,request_date,completion_date,request_type,priority,status,resolution_hours,sla_hours,sla_status,sql_execution_time_seconds,change_requests,requester_department
REQ001346,RPT0022,A016,2025-09-04,2025-09-12,Change Request,Low,In Progress,204,120,Breached,1.17,0,Finance
REQ001347,RPT0086,A016,2026-06-29,2026-07-01,Data Correction,Low,Cancelled,41,120,Within SLA,0.56,0,Human Resources
REQ001348,RPT0091,A016,2025-10-15,2025-10-17,Data Correction,Medium,Completed,47,72,Within SLA,6.39,1,Human Resources
REQ001349,RPT0022,A021,2024-09-17,2024-09-18,Data Correction,High,Completed,13,48,Within SLA,1.28,2,Sales
REQ001350,RPT0088,A004,2025-12-13,2025-12-16,Report Issue,Low,Completed,80,120,Within SLA,2.84,1,Legal
REQ001351,RPT0086,A012,2024-10-13,2024-10-15,Access Request,Medium,Completed,67,72,Within SLA,1.46,0,Technology
REQ001352,RPT0023,A024,2025-02-19,2025-02-22,Change Request,Medium,Pending,70,72,Within SLA,0.94,0,Finance
REQ001353,RPT0117,A012,2025-12-24,2025-12-24,Change Request,Medium,Completed,12,72,Within SLA,4.85,0,Sales
REQ001354,RPT0051,A002,2026-02-03,2026-02-04,Report Enhancement,High,Completed,10,48,Within SLA,5.65,1,Sales
REQ001355,RPT0078,A021,2026-08-06,2026-08-16,Data Correction,Medium,Cancelled,256,72,Breached,2.22,3,Client Services
REQ001356,RPT0005,A012,2025-04-01,2025-04-05,Access Request,Low,In Progress,106,120,Within SLA,0.54,2,Finance
REQ001357,RPT0054,A004,2025-02-13,2025-02-14,Report Enhancement,High,Completed,19,48,Within SLA,2.27,0,Finance
REQ001358,RPT0110,A007,2026-03-24,2026-03-24,Access Request,Medium,Completed,18,72,Within SLA,4.37,0,Finance
REQ001359,RPT0076,A024,2024-10-30,2024-10-31,Data Correction,High,Pending,28,48,Within SLA,1.18,0,Human Resources
REQ001360,RPT0009,A007,2025-07-24,2025-07-27,Report Enhancement,Low,In Progress,77,120,Within SLA,3.77,1,Legal
REQ001361,RPT0065,A014,2024-11-05,2024-11-11,Change Request,High,Completed,144,48,Breached,3.28,0,Risk
REQ001362,RPT0016,A011,2026-04-03,2026-04-03,Report Issue,High,Pending,8,48,Within SLA,4.98,1,Client Services
REQ001363,RPT0012,A006,2025-12-26,2025-12-29,Report Enhancement,High,Completed,74,48,Breached,3.61,0,Human Resources
REQ001364,RPT0048,A015,2026-02-18,2026-02-19,Report Enhancement,Medium,Completed,22,72,Within SLA,1.68,0,Operations
REQ001365,RPT0040,A002,2026-06-29,2026-06-30,Report Issue,High,Completed,20,48,Within SLA,7.67,1,Technology
REQ001366,RPT0025,A009,2024-11-07,2024-11-09,Report Issue,Medium,Completed,48,72,Within SLA,2.97,0,Compliance
REQ001367,RPT0075,A012,2025-07-31,2025-08-01,Change Request,Critical,Completed,16,24,Within SLA,3.26,0,Human Resources
REQ001368,RPT0107,A019,2024-12-28,2024-12-30,Report Issue,Medium,Pending,55,72,Within SLA,1.73,0,Technology
REQ001369,RPT0088,A010,2026-02-11,2026-02-13,Change Request,Medium,Completed,56,72,Within SLA,2.43,1,Compliance
REQ001370,RPT0066,A025,2025-04-10,2025-04-13,Data Correction,Medium,Completed,65,72,Within SLA,1.79,0,Compliance
REQ001371,RPT0061,A005,2026-07-23,2026-07-25,Data Correction,Low,Completed,38,120,Within SLA,2.94,1,Client Services
REQ001372,RPT0090,A004,2024-09-12,2024-09-14,Report Enhancement,Medium,Completed,54,72,Within SLA,11.0,0,Human Resources
REQ001373,RPT0117,A012,2024-09-25,2024-09-28,New Report,Low,Completed,67,120,Within SLA,1.27,0,Sales
REQ001374,RPT0076,A019,2025-04-29,2025-04-30,Change Request,Medium,Completed,13,72,Within SLA,1.07,1,Technology
REQ001375,RPT0062,A022,2026-05-01,2026-05-02,Report Issue,Medium,Pending,28,72,Within SLA,9.3,1,Technology
REQ001376,RPT0065,A004,2024-10-03,2024-10-05,Data Correction,Low,Pending,53,120,Within SLA,2.87,2,Technology
REQ001377,RPT0022,A010,2025-04-05,2025-04-07,Access Request,High,Cancelled,33,48,Within SLA,2.08,0,Legal
REQ001378,RPT0007,A003,2025-05-26,2025-05-27,Change Request,Critical,Completed,18,24,Within SLA,6.88,1,Sales
REQ001379,RPT0026,A006,2025-06-08,2025-06-08,Change Request,High,Completed,18,48,Within SLA,2.17,1,Sales
REQ001380,RPT0020,A022,2025-07-21,2025-07-23,Data Correction,Low,Completed,50,120,Within SLA,11.92,1,Legal
REQ001381,RPT0090,A007,2024-12-12,2024-12-13,Data Correction,Low,Completed,36,120,Within SLA,5.34,1,Client Services
REQ001382,RPT0017,A011,2025-02-26,2025-02-27,Report Issue,Medium,Completed,27,72,Within SLA,2.36,0,Risk
REQ001383,RPT0045,A016,2025-10-07,2025-10-09,Access Request,High,Pending,35,48,Within SLA,15.03,0,Finance
REQ001384,RPT0106,A001,2025-07-07,2025-07-08,Change Request,High,Completed,23,48,Within SLA,2.17,0,Technology
REQ001385,RPT0044,A013,2025-11-03,2025-11-06,New Report,Medium,Completed,72,72,Within SLA,5.58,0,Risk
REQ001386,RPT0054,A006,2026-02-01,2026-02-06,Access Request,Low,Completed,110,120,Within SLA,4.09,0,Risk
REQ001387,RPT0094,A004,2026-04-28,2026-04-30,Access Request,Medium,Pending,41,72,Within SLA,8.26,0,Technology
REQ001388,RPT0063,A021,2025-01-07,2025-01-11,New Report,Low,Completed,88,120,Within SLA,9.91,0,Technology
REQ001389,RPT0104,A015,2024-12-31,2025-01-01,Access Request,High,Completed,24,48,Within SLA,3.4,0,Legal
REQ001390,RPT0023,A014,2025-01-03,2025-01-05,Data Correction,High,In Progress,42,48,Within SLA,1.96,0,Legal
REQ001391,RPT0076,A009,2024-10-21,2024-10-21,Access Request,High,Completed,8,48,Within SLA,4.58,3,Compliance
REQ001392,RPT0006,A004,2025-12-07,2025-12-08,Report Enhancement,High,In Progress,37,48,Within SLA,2.07,0,Client Services
REQ001393,RPT0087,A010,2026-06-28,2026-06-30,Access Request,Medium,Pending,55,72,Within SLA,13.59,0,Finance
REQ001394,RPT0005,A020,2025-06-14,2025-06-18,Report Enhancement,Medium,Completed,114,72,Breached,3.65,0,Operations
REQ001395,RPT0013,A005,2025-12-15,2025-12-16,Data Correction,High,Completed,33,48,Within SLA,2.57,0,Risk
REQ001396,RPT0032,A024,2026-02-02,2026-02-04,Report Issue,Medium,Pending,34,72,Within SLA,3.78,1,Legal
REQ001397,RPT0082,A004,2025-02-24,2025-03-01,Report Enhancement,Medium,Completed,140,72,Breached,1.29,3,Technology
REQ001398,RPT0003,A006,2025-09-11,2025-09-12,Report Enhancement,Critical,Completed,22,24,Within SLA,1.68,0,Sales
REQ001399,RPT0102,A007,2026-07-31,2026-08-02,Report Issue,Medium,Pending,65,72,Within SLA,7.69,3,Sales
REQ001400,RPT0048,A019,2025-11-16,2025-11-19,Data Correction,Medium,Completed,62,72,Within SLA,2.1,1,Client Services
REQ001401,RPT0078,A013,2024-12-10,2024-12-10,Change Request,High,Completed,19,48,Within SLA,1.6,1,Risk
REQ001402,RPT0036,A009,2025-02-17,2025-02-20,Report Issue,Medium,Completed,75,72,Breached,4.83,1,Client Services
REQ001403,RPT0042,A008,2025-08-14,2025-08-14,Report Enhancement,High,Completed,14,48,Within SLA,7.61,0,Operations
REQ001404,RPT0077,A011,2025-12-29,2026-01-01,Report Enhancement,Medium,In Progress,64,72,Within SLA,5.49,0,Legal
REQ001405,RPT0057,A005,2025-03-06,2025-03-07,Access Request,Medium,Completed,33,72,Within SLA,6.67,0,Client Services
REQ001406,RPT0005,A022,2025-08-12,2025-08-13,Report Issue,Medium,Completed,22,72,Within SLA,1.95,0,Operations
REQ001407,RPT0048,A010,2025-03-07,2025-03-08,Report Issue,Medium,Cancelled,17,72,Within SLA,1.23,4,Sales
REQ001408,RPT0046,A019,2026-01-20,2026-01-21,Data Correction,Medium,Completed,21,72,Within SLA,9.5,0,Technology
REQ001409,RPT0031,A013,2024-08-28,2024-08-28,Access Request,Critical,Completed,11,24,Within SLA,2.65,0,Legal
REQ001410,RPT0015,A019,2026-07-20,2026-07-21,Change Request,Medium,Pending,38,72,Within SLA,2.79,0,Sales
REQ001411,RPT0028,A014,2026-05-07,2026-05-09,Change Request,High,In Progress,33,48,Within SLA,8.41,0,Sales
REQ001412,RPT0069,A018,2025-08-17,2025-08-19,Data Correction,High,Completed,48,48,Within SLA,4.9,0,Technology
REQ001413,RPT0021,A006,2026-07-21,2026-07-23,Change Request,High,Completed,37,48,Within SLA,4.57,3,Technology
REQ001414,RPT0013,A013,2025-04-01,2025-04-04,Data Correction,Low,Pending,83,120,Within SLA,15.11,1,Technology
REQ001415,RPT0065,A003,2026-01-29,2026-01-31,Access Request,Medium,Completed,51,72,Within SLA,2.12,1,Technology
REQ001416,RPT0048,A001,2025-10-19,2025-10-21,New Report,Medium,Completed,48,72,Within SLA,6.36,1,Technology
REQ001417,RPT0112,A008,2024-12-21,2024-12-24,Report Enhancement,Medium,Completed,70,72,Within SLA,3.46,0,Risk
REQ001418,RPT0027,A019,2024-10-17,2024-10-19,Access Request,High,Pending,56,48,Breached,4.01,2,Client Services
REQ001419,RPT0065,A021,2025-07-30,2025-08-01,Access Request,Low,Completed,54,120,Within SLA,9.68,3,Operations
REQ001420,RPT0009,A001,2025-05-16,2025-05-17,Report Enhancement,High,Pending,18,48,Within SLA,4.74,1,Finance
REQ001421,RPT0054,A009,2025-11-20,2025-11-22,Report Issue,Medium,Pending,42,72,Within SLA,4.84,0,Legal
REQ001422,RPT0106,A024,2025-04-10,2025-04-12,New Report,High,Completed,42,48,Within SLA,7.03,0,Finance
REQ001423,RPT0066,A021,2025-12-30,2025-12-30,Data Correction,High,Pending,10,48,Within SLA,2.57,1,Client Services
REQ001424,RPT0102,A004,2025-07-16,2025-07-17,Access Request,High,Completed,24,48,Within SLA,1.85,1,Risk
REQ001425,RPT0034,A004,2026-02-08,2026-02-11,Data Correction,Medium,Completed,70,72,Within SLA,1.6,0,Human Resources
REQ001426,RPT0034,A011,2025-03-03,2025-03-05,Report Issue,Medium,Completed,57,72,Within SLA,0.84,0,Sales
REQ001427,RPT0005,A025,2025-08-10,2025-08-13,Report Issue,Medium,In Progress,56,72,Within SLA,14.0,0,Risk
REQ001428,RPT0038,A010,2026-06-08,2026-06-11,Change Request,Medium,Completed,68,72,Within SLA,1.53,0,Risk
REQ001429,RPT0104,A023,2025-04-12,2025-04-14,Report Enhancement,Medium,Completed,40,72,Within SLA,2.84,0,Risk
REQ001430,RPT0028,A019,2025-01-22,2025-01-23,Change Request,Medium,Pending,28,72,Within SLA,2.74,0,Sales
REQ001431,RPT0067,A013,2025-06-15,2025-06-18,Change Request,Medium,Completed,58,72,Within SLA,4.12,2,Client Services
REQ001432,RPT0067,A012,2026-06-14,2026-06-15,Report Enhancement,High,Cancelled,17,48,Within SLA,5.88,0,Technology
REQ001433,RPT0002,A022,2025-08-31,2025-09-02,Access Request,Medium,Pending,42,72,Within SLA,6.06,2,Operations
REQ001434,RPT0102,A004,2024-11-11,2024-11-13,Data Correction,Low,Completed,43,120,Within SLA,2.21,1,Compliance
REQ001435,RPT0109,A017,2025-02-21,2025-02-23,Data Correction,Medium,Completed,52,72,Within SLA,2.95,2,Compliance
REQ001436,RPT0065,A003,2025-06-13,2025-06-16,Report Issue,Low,In Progress,75,120,Within SLA,4.05,3,Sales
REQ001437,RPT0008,A015,2025-11-08,2025-11-09,Report Enhancement,Critical,Pending,19,24,Within SLA,2.79,3,Legal
REQ001438,RPT0032,A008,2025-05-26,2025-05-28,Change Request,Low,In Progress,47,120,Within SLA,10.23,1,Client Services
REQ001439,RPT0094,A003,2025-11-10,2025-11-14,Change Request,Low,Completed,94,120,Within SLA,4.68,1,Risk
REQ001440,RPT0060,A004,2025-04-07,2025-04-08,Report Enhancement,Medium,Completed,27,72,Within SLA,5.55,1,Legal
REQ001441,RPT0061,A007,2026-02-15,2026-02-16,New Report,Medium,Completed,24,72,Within SLA,5.28,0,Operations
REQ001442,RPT0111,A004,2025-04-07,2025-04-08,Report Enhancement,Medium,Completed,31,72,Within SLA,7.55,1,Client Services
REQ001443,RPT0033,A025,2024-09-07,2024-09-11,Report Issue,Low,Pending,102,120,Within SLA,3.77,4,Technology
REQ001444,RPT0083,A010,2026-05-27,2026-05-29,Report Enhancement,Medium,Completed,33,72,Within SLA,1.34,0,Sales
REQ001445,RPT0015,A025,2026-01-14,2026-01-18,Report Enhancement,Low,Completed,95,120,Within SLA,4.39,1,Risk
REQ001446,RPT0009,A025,2025-06-24,2025-06-28,Access Request,Low,Pending,89,120,Within SLA,2.1,0,Technology
REQ001447,RPT0106,A006,2025-03-22,2025-03-23,Report Issue,Medium,Pending,40,72,Within SLA,2.29,1,Compliance
REQ001448,RPT0061,A004,2024-08-27,2024-08-28,New Report,High,Completed,40,48,Within SLA,5.01,1,Sales
REQ001449,RPT0101,A006,2025-11-03,2025-11-06,Report Enhancement,Low,In Progress,65,120,Within SLA,7.9,1,Risk
REQ001450,RPT0101,A014,2026-06-23,2026-06-25,Report Enhancement,Medium,Completed,45,72,Within SLA,3.37,1,Sales
REQ001451,RPT0094,A012,2026-02-04,2026-02-05,Change Request,High,Completed,27,48,Within SLA,4.12,0,Human Resources
REQ001452,RPT0052,A002,2026-04-17,2026-04-20,Access Request,Medium,Completed,60,72,Within SLA,10.93,1,Technology
REQ001453,RPT0091,A007,2026-03-22,2026-03-24,Data Correction,Medium,Completed,41,72,Within SLA,3.93,0,Compliance
REQ001454,RPT0042,A018,2024-09-28,2024-10-01,Report Issue,High,Completed,93,48,Breached,20.52,1,Legal
REQ001455,RPT0010,A008,2026-07-29,2026-08-01,Report Issue,Low,Completed,88,120,Within SLA,4.93,0,Risk
REQ001456,RPT0006,A025,2025-12-05,2025-12-06,Data Correction,High,Pending,45,48,Within SLA,0.97,3,Technology
REQ001457,RPT0049,A002,2026-03-22,2026-03-23,Report Issue,Critical,In Progress,9,24,Within SLA,5.63,1,Operations
REQ001458,RPT0061,A005,2025-09-10,2025-09-12,New Report,Medium,Completed,35,72,Within SLA,4.34,0,Operations
REQ001459,RPT0074,A007,2026-05-29,2026-05-30,Data Correction,Critical,In Progress,6,24,Within SLA,8.19,1,Legal
REQ001460,RPT0068,A010,2026-07-24,2026-07-26,New Report,Medium,Completed,46,72,Within SLA,5.32,0,Finance
REQ001461,RPT0099,A015,2026-07-23,2026-07-24,Change Request,High,Completed,28,48,Within SLA,3.01,0,Compliance
REQ001462,RPT0091,A009,2025-03-31,2025-04-01,Change Request,Medium,Completed,35,72,Within SLA,1.41,1,Sales
REQ001463,RPT0104,A016,2026-04-15,2026-04-16,Report Enhancement,High,Completed,15,48,Within SLA,2.87,0,Finance
REQ001464,RPT0065,A011,2026-05-03,2026-05-12,Report Enhancement,Low,Cancelled,213,120,Breached,1.83,4,Legal
REQ001465,RPT0072,A025,2025-02-15,2025-02-16,Access Request,Medium,Completed,16,72,Within SLA,2.21,1,Operations
REQ001466,RPT0084,A007,2025-12-05,2025-12-06,Report Enhancement,Low,Completed,35,120,Within SLA,5.01,0,Operations
REQ001467,RPT0020,A021,2026-05-05,2026-05-07,Report Issue,Medium,Completed,40,72,Within SLA,10.69,4,Human Resources
REQ001468,RPT0105,A014,2025-05-21,2025-05-25,New Report,Low,Completed,82,120,Within SLA,4.38,1,Finance
REQ001469,RPT0042,A014,2025-02-07,2025-02-09,Access Request,Medium,Completed,65,72,Within SLA,1.44,0,Risk
REQ001470,RPT0026,A025,2025-12-28,2025-12-29,Data Correction,High,Completed,28,48,Within SLA,4.53,1,Human Resources
REQ001471,RPT0004,A018,2025-01-15,2025-01-16,Report Issue,High,Completed,17,48,Within SLA,7.67,0,Finance
REQ001472,RPT0085,A007,2025-12-16,2025-12-17,Change Request,Medium,Cancelled,32,72,Within SLA,2.17,3,Compliance
REQ001473,RPT0046,A001,2025-03-03,2025-03-05,Data Correction,Low,Cancelled,53,120,Within SLA,3.02,0,Risk
REQ001474,RPT0095,A007,2026-01-29,2026-01-30,Access Request,Low,Pending,27,120,Within SLA,3.35,1,Technology
REQ001475,RPT0016,A003,2026-03-30,2026-03-31,New Report,Medium,Completed,25,72,Within SLA,1.92,1,Risk
REQ001476,RPT0063,A024,2026-03-03,2026-03-04,Report Enhancement,High,In Progress,15,48,Within SLA,5.23,0,Human Resources
REQ001477,RPT0047,A016,2026-04-09,2026-04-09,Report Issue,Critical,Completed,8,24,Within SLA,3.05,1,Sales
REQ001478,RPT0110,A004,2026-01-15,2026-01-16,Report Enhancement,Low,Completed,24,120,Within SLA,4.45,0,Human Resources
REQ001479,RPT0030,A023,2026-01-31,2026-02-02,Data Correction,High,Pending,35,48,Within SLA,1.78,1,Operations
REQ001480,RPT0115,A011,2026-06-03,2026-06-08,Report Issue,Medium,Completed,126,72,Breached,2.44,1,Finance
REQ001481,RPT0061,A025,2024-12-05,2024-12-05,Change Request,High,Completed,16,48,Within SLA,5.51,0,Finance
REQ001482,RPT0054,A006,2025-12-21,2025-12-24,New Report,Medium,Completed,59,72,Within SLA,2.56,0,Technology
REQ001483,RPT0024,A012,2024-11-04,2024-11-06,Change Request,Low,Completed,43,120,Within SLA,11.12,2,Operations
REQ001484,RPT0034,A020,2026-07-23,2026-07-26,Change Request,Low,Completed,75,120,Within SLA,2.51,2,Human Resources
REQ001485,RPT0006,A018,2025-12-21,2025-12-24,New Report,High,Completed,76,48,Breached,3.89,2,Technology
REQ001486,RPT0009,A004,2026-01-05,2026-01-06,Report Enhancement,High,Completed,28,48,Within SLA,6.38,0,Client Services
REQ001487,RPT0104,A021,2024-09-20,2024-09-21,Access Request,Critical,Pending,19,24,Within SLA,1.23,2,Finance
REQ001488,RPT0079,A022,2025-04-17,2025-04-22,Data Correction,Medium,Pending,112,72,Breached,0.97,0,Operations
REQ001489,RPT0017,A005,2026-04-25,2026-04-27,Access Request,Medium,Pending,48,72,Within SLA,1.14,0,Compliance
REQ001490,RPT0032,A008,2025-07-29,2025-08-01,Report Issue,Low,Completed,75,120,Within SLA,8.04,1,Sales
REQ001491,RPT0074,A009,2024-09-15,2024-09-17,Change Request,High,Completed,37,48,Within SLA,2.26,0,Risk
REQ001492,RPT0096,A013,2025-11-14,2025-11-16,Data Correction,Medium,In Progress,49,72,Within SLA,19.9,2,Finance
REQ001493,RPT0042,A001,2025-05-31,2025-06-02,Change Request,Critical,Completed,44,24,Breached,2.24,0,Client Services
REQ001494,RPT0059,A020,2026-03-12,2026-03-14,Access Request,High,Completed,44,48,Within SLA,3.78,4,Sales
REQ001495,RPT0044,A006,2024-12-01,2024-12-03,Report Enhancement,Medium,In Progress,53,72,Within SLA,9.77,3,Sales
REQ001496,RPT0110,A011,2024-10-30,2024-10-31,Data Correction,High,Completed,43,48,Within SLA,13.52,0,Legal
REQ001497,RPT0030,A015,2026-07-28,2026-08-15,Data Correction,Low,Completed,424,120,Breached,14.06,0,Operations
REQ001498,RPT0071,A003,2025-04-07,2025-04-10,New Report,Medium,Completed,67,72,Within SLA,7.74,0,Legal
REQ001499,RPT0029,A025,2025-05-01,2025-05-03,Change Request,Medium,Pending,44,72,Within SLA,6.8,2,Finance
REQ001500,RPT0068,A017,2026-03-24,2026-03-26,Change Request,High,Completed,46,48,Within SLA,5.03,1,Finance
REQ001501,RPT0021,A004,2025-07-09,2025-07-12,Report Enhancement,Medium,Completed,72,72,Within SLA,5.73,0,Risk
REQ001502,RPT0070,A020,2025-01-04,2025-01-07,Report Issue,Medium,Completed,65,72,Within SLA,2.26,1,Technology
REQ001503,RPT0067,A014,2025-01-23,2025-01-26,Change Request,Medium,Cancelled,72,72,Within SLA,1.87,0,Client Services
REQ001504,RPT0086,A010,2024-12-01,2024-12-05,Access Request,Medium,In Progress,93,72,Breached,3.31,1,Compliance
REQ001505,RPT0062,A006,2026-04-23,2026-04-24,Report Issue,Medium,Cancelled,15,72,Within SLA,2.95,0,Compliance
REQ001506,RPT0045,A003,2025-10-13,2025-10-15,Access Request,High,Completed,33,48,Within SLA,2.42,0,Compliance
REQ001507,RPT0020,A007,2026-07-02,2026-07-07,Data Correction,Low,Completed,116,120,Within SLA,5.41,3,Client Services
REQ001508,RPT0068,A004,2025-06-01,2025-06-01,Change Request,Medium,In Progress,12,72,Within SLA,6.48,0,Client Services
REQ001509,RPT0020,A003,2025-10-07,2025-10-08,Change Request,Medium,Completed,19,72,Within SLA,3.53,1,Human Resources
REQ001510,RPT0022,A023,2025-09-14,2025-09-17,Data Correction,High,Completed,72,48,Breached,9.34,0,Client Services
REQ001511,RPT0047,A008,2026-07-31,2026-08-05,Data Correction,Low,Completed,117,120,Within SLA,1.49,1,Client Services
REQ001512,RPT0094,A009,2025-03-20,2025-03-23,Report Issue,Critical,Completed,66,24,Breached,2.9,2,Sales
REQ001513,RPT0002,A004,2026-05-28,2026-05-30,Report Issue,Medium,Completed,65,72,Within SLA,2.01,0,Client Services
REQ001514,RPT0100,A023,2024-12-26,2024-12-28,Change Request,Medium,Completed,39,72,Within SLA,0.9,0,Client Services
REQ001515,RPT0049,A002,2025-03-08,2025-03-10,Report Enhancement,Medium,Completed,50,72,Within SLA,3.13,3,Operations
REQ001516,RPT0098,A008,2026-07-31,2026-08-01,Report Enhancement,High,Completed,14,48,Within SLA,3.05,0,Human Resources
REQ001517,RPT0006,A012,2026-05-23,2026-05-25,Report Enhancement,Medium,Pending,38,72,Within SLA,9.58,1,Client Services
REQ001518,RPT0096,A025,2025-08-30,2025-09-02,Access Request,Medium,Completed,72,72,Within SLA,5.16,2,Technology
REQ001519,RPT0118,A014,2026-05-09,2026-05-11,Report Issue,High,Completed,57,48,Breached,1.62,0,Finance
REQ001520,RPT0032,A009,2025-04-07,2025-04-08,Report Issue,Medium,Pending,34,72,Within SLA,12.16,0,Client Services
REQ001521,RPT0027,A018,2026-03-23,2026-03-26,New Report,Medium,In Progress,52,72,Within SLA,7.8,1,Legal
REQ001522,RPT0064,A003,2026-06-28,2026-06-29,Report Issue,Medium,Completed,34,72,Within SLA,4.99,0,Human Resources
REQ001523,RPT0040,A004,2025-05-11,2025-05-13,Data Correction,Medium,In Progress,65,72,Within SLA,2.83,0,Operations
REQ001524,RPT0034,A023,2026-05-07,2026-05-09,Report Issue,Medium,Completed,52,72,Within SLA,1.7,0,Client Services
REQ001525,RPT0042,A001,2024-11-18,2024-11-19,Data Correction,Medium,Completed,35,72,Within SLA,2.56,3,Operations
REQ001526,RPT0072,A018,2025-08-19,2025-08-22,Change Request,Medium,Pending,56,72,Within SLA,7.11,0,Risk
REQ001527,RPT0085,A013,2024-10-18,2024-10-21,Access Request,Medium,Completed,68,72,Within SLA,12.42,2,Sales
REQ001528,RPT0095,A010,2024-12-08,2024-12-12,Change Request,High,Completed,99,48,Breached,9.78,0,Operations
REQ001529,RPT0036,A001,2026-03-29,2026-03-29,Data Correction,Critical,Completed,3,24,Within SLA,2.36,0,Client Services
REQ001530,RPT0104,A007,2025-02-12,2025-02-13,Change Request,High,Cancelled,23,48,Within SLA,1.52,0,Risk
REQ001531,RPT0054,A018,2026-06-20,2026-06-22,New Report,Medium,Cancelled,66,72,Within SLA,3.66,2,Legal
REQ001532,RPT0114,A013,2026-01-28,2026-02-01,Report Enhancement,Low,Completed,90,120,Within SLA,0.96,1,Sales
REQ001533,RPT0119,A008,2026-03-06,2026-03-07,Report Issue,High,Completed,24,48,Within SLA,4.16,0,Human Resources
REQ001534,RPT0090,A008,2026-01-26,2026-01-27,Report Enhancement,Medium,Cancelled,20,72,Within SLA,2.99,2,Legal
REQ001535,RPT0014,A020,2025-06-25,2025-06-29,Report Enhancement,Low,Cancelled,88,120,Within SLA,2.4,0,Compliance
REQ001536,RPT0035,A019,2026-06-08,2026-06-10,Report Issue,Medium,In Progress,47,72,Within SLA,1.09,0,Finance
REQ001537,RPT0058,A018,2026-05-07,2026-05-11,Access Request,Medium,Completed,78,72,Breached,4.76,0,Finance
REQ001538,RPT0093,A009,2025-10-27,2025-10-28,Data Correction,Medium,In Progress,16,72,Within SLA,2.29,0,Sales
REQ001539,RPT0051,A007,2025-06-01,2025-06-04,Report Issue,Low,Completed,79,120,Within SLA,1.46,3,Client Services
REQ001540,RPT0066,A014,2024-10-30,2024-10-31,Data Correction,Medium,In Progress,33,72,Within SLA,0.5,1,Risk
REQ001541,RPT0097,A012,2026-04-27,2026-04-27,Report Enhancement,Critical,Completed,2,24,Within SLA,3.26,0,Operations
REQ001542,RPT0077,A025,2025-06-23,2025-06-25,New Report,Medium,Completed,58,72,Within SLA,11.48,0,Risk
REQ001543,RPT0052,A019,2024-08-31,2024-09-10,Change Request,Low,Pending,234,120,Breached,10.62,0,Technology
REQ001544,RPT0046,A006,2025-03-14,2025-03-17,Access Request,Medium,Completed,66,72,Within SLA,2.41,0,Technology
REQ001545,RPT0083,A021,2025-10-11,2025-10-13,Data Correction,Medium,Completed,37,72,Within SLA,2.18,0,Operations
REQ001546,RPT0072,A002,2024-11-25,2024-11-29,Data Correction,Medium,Completed,112,72,Breached,4.61,0,Human Resources
REQ001547,RPT0004,A019,2025-08-09,2025-08-20,New Report,Low,Cancelled,273,120,Breached,1.65,0,Human Resources
REQ001548,RPT0045,A004,2025-06-03,2025-06-04,New Report,Critical,Completed,21,24,Within SLA,4.1,0,Risk
REQ001549,RPT0023,A017,2026-01-25,2026-01-27,Report Enhancement,Medium,Completed,40,72,Within SLA,5.68,2,Risk
REQ001550,RPT0016,A010,2026-03-25,2026-03-29,Access Request,Low,Completed,92,120,Within SLA,7.84,1,Sales
REQ001551,RPT0025,A020,2026-01-25,2026-01-27,New Report,Medium,Completed,45,72,Within SLA,3.1,0,Risk
REQ001552,RPT0015,A022,2025-03-12,2025-03-14,Report Enhancement,High,Pending,43,48,Within SLA,2.88,1,Legal
REQ001553,RPT0102,A013,2025-11-18,2025-11-19,New Report,Medium,Completed,27,72,Within SLA,1.8,0,Finance
REQ001554,RPT0091,A025,2025-06-12,2025-06-16,Data Correction,Low,Cancelled,85,120,Within SLA,1.86,2,Operations
REQ001555,RPT0067,A013,2026-05-21,2026-05-25,Report Enhancement,Low,In Progress,91,120,Within SLA,2.83,1,Legal
REQ001556,RPT0081,A014,2025-12-29,2026-01-02,Report Issue,Low,Completed,81,120,Within SLA,4.29,0,Technology
REQ001557,RPT0050,A010,2025-06-05,2025-06-12,Access Request,Medium,Completed,172,72,Breached,6.29,0,Client Services
REQ001558,RPT0012,A010,2024-11-13,2024-11-14,Data Correction,High,In Progress,41,48,Within SLA,1.89,0,Legal
REQ001559,RPT0046,A018,2026-01-27,2026-02-01,Change Request,Medium,In Progress,138,72,Breached,9.44,0,Finance
REQ001560,RPT0088,A023,2025-02-18,2025-02-20,Report Issue,High,In Progress,41,48,Within SLA,2.75,0,Finance
REQ001561,RPT0027,A016,2025-08-22,2025-08-24,Change Request,Low,Pending,52,120,Within SLA,3.27,0,Compliance
REQ001562,RPT0015,A010,2024-09-09,2024-09-12,Report Enhancement,Medium,Completed,71,72,Within SLA,1.97,2,Finance
REQ001563,RPT0106,A008,2025-12-15,2025-12-16,Change Request,Medium,Pending,33,72,Within SLA,0.61,4,Human Resources
REQ001564,RPT0119,A014,2026-07-08,2026-07-11,Access Request,Low,Completed,55,120,Within SLA,6.16,0,Sales
REQ001565,RPT0106,A014,2025-10-31,2025-11-01,Change Request,High,In Progress,25,48,Within SLA,5.56,0,Technology
REQ001566,RPT0089,A013,2025-05-02,2025-05-04,Data Correction,High,Completed,39,48,Within SLA,2.73,0,Finance
REQ001567,RPT0116,A016,2026-08-01,2026-08-03,Report Issue,High,Completed,44,48,Within SLA,3.48,0,Operations
